,original_text,paraphrase
774,"\The next few months will be tough..\\n\n\Not for me personally, obvs\","The upcoming months are gonna be a challenge... 

*But like, IDK, that's on you tho.*"
775,"I'm trying to follow the science, but it keeps leading me back to the money.","""I'm chasing this 'science' trail, but the bread crumbs lead straight to the cash."""
776,The Trump Scoreboard,"The Trump Tally: A Meme-orial

We've got a bigly beautiful scoreboard for our beloved ex-prez, a real memento of his time in office. It's a doozy! From the ""Art of the Deal"" to the ""Art of the No-Deal,"" let's tally up Trump's legacy.

1. Great, great walls: Mexico paid for it, believe me! Still waiting for that check, though.
1. Alternative Facts: Alternative reality, alternative truth. Spice up those briefings!
1. Covfefe: A secret code, only for the chosen ones.
1. The Best Words: Huge! Tremendous! Bigly!
1. Tax Returns: They're under audit, folks! Nothing to see here...
1. Fake News: Anything negative is fake, sad!
1. Drain the Swamp: Oh, the swamp fought back!
1. Locker Room Talk: Boys will be boys, right?
1. The Art of the No-Deal: Art of what now?
1. Stable Genius: Very stable, the best brain!
1. Impeachments: Like a phoenix, he survived two!

Let's make memeing great again, folks!"
777,ARE YOU READY FOR COVID-20?,IS COVID-20 READY FOR ME?
778,MY NAME IS KAREN\n\nAND I WOULD LIKE TO SPEAK TO THE MANAGER OF THE SUPREME COURT\n,"My name is Karen and I would appreciate a word with the manager of this fine establishment, the Supreme Court."
779,MARVEL\n\nDC,"DC

MARVEL"
780,PUTIN SCROLLING HIS INSTA FOR G20 NEWS BE LIKE:\n,POOTIN CHECKIN' HIS GRAM FOR THAT G20 JUICE BE LIKE:
781,CNN\n\n-What type of AR15 is this?\n\n-This is a tortoise,"Tortoise CNN:

- What model of AR15 is this creature?

- It's a Tortoise-15, the slow and steady edition."
782,You VS the guy she tells you not to worry about,You versus that dude she says is just a friend and you have nothing to stress over.
783,HE'S WITH US,"He's on our side, folks!"
784,WHO? ME?!\n\nI WAS JUST LIBERATING\n,"Who, this guy?!

I was just, like, freeing them, man!"
785,Martha's Vineyard,Marthina's Grapes-on-the-Vineyard
786,RUSSIA\n\nRUSSIAN PROPAGANDISTS,"Mother Russia: Home of the Tsars, the Ballet, and...

**The Master Propagandists**"
787,How to catch a Russian soldier,"How to Catch a Ukrainian Bandit

1. Find a hiding spot near a military checkpoint.
2. Wait for a Ukrainian bandit to show up and offer you a ride.
3. Accept the ride and act casual.
4. Engage in friendly conversation and offer them a cigarette.
5. When they least expect it, whip out your lasso and yell, ""Yeehaw, partner!""
6. Lasso them like a wild horse and drag them back to your hideout.
7. Enjoy the confused and terrified look on their face as they realize they've been outsmarted.
8. Interrogate them at your leisure and learn all their secrets.
9. Remember to thank them for their service... to you!
10. Now you know how to catch a Ukrainian bandit and get them talking!"
788,No one:\nEvery single statistic ever:,"Absolutely no one, not a soul:\nStatistics, every single one of them, ever:"
789,RUSSIAN SOLDIERS IN MILITARY ADS\n\nRUSSIAN SOLDIERS IN REAL LIFE,"""GLORIOUS RUSSIAN SOLDIERS IN HOLLYWOOD-STYLE RECRUITMENT ADS\n\nRUSSIAN SOLDIERS IN THE THEATRE OF WAR"""
790,YEP\n\nSTILL YOUR PRESIDENT,"YUP

AND Y'ALL KNOW IT

# STILL.YOUR.PRESIDENT"
791,LIBERALS WATCHING CNN\n\nCONSERVATIVES WATCHING CNN,"""LIBERALS and their trusty CNN\n\nCONSERVATIVES, also tuned in to CNN"""
792,SOME LUCKY COUNTRY\n\nIS ABOUT TO GET SOME DEMOCRACY,"A Fortunate Land

Is Going to Gain Some Freedom"
793,FLOTUS IN TEXAS\n\nMICHELLE AFTER SANDY,"FLOTUS IN THE LONE STAR STATE

MICHELLE'S POST-SANDY SWAG"
794,"ANTONOVSKY BRIDGE, BUILT 1985, AFTER WEEKS OF HIMARS ATTACKS\n\nKERCH BRIDGE, BUILT 2019, AFTER ONE(1) FIRE.","""Antonovsky Bridge, a veteran of '85, withstood weeks of HIMARS attacks.\n\nKerch Bridge, a youngster from '19, faced one fire and... well, you know the rest."""
795,BUT WHEN IS IT WHITE FRIDAY!!!,"But like, for real, WHEN IS WHITE FRIDAY?! We need to know, like, NOW!"
796,This was uploaded online with the caption: \We are closer than you think\.,"This image was posted with the following message: ""We're closer than your mirror..."""
797,IF YOU LIKE SUBPOENA COLADAS\n\nAND GETTING CAUGHT IN UKRAINE,"IF YOU LIKE PAPER TRAILS
AND GETTING CAUGHT IN REDACTION"
798,American Leadership,"Make America Great Again, One Meme at a Time!"
799,FOUR DAY BENDERS ARE THE BOLLOX\n\nI HOPE I DIDN'T MAKE A C*NT OF MYSELF,"4-DAY BENDER LADS ARE TOP BANTER

I PRAY I DIDN'T ACT THE MUPPET"
800,I AM PRAYING FOR YOU\nMR.PRESIDENT,"I'M SENDING YOU GOOD VIBES,

MR. PREZ"
801,WEATHER FORECAST\n\nTOMORROW MORNING,WEATHER UPDATE: THE MORNING AFTER
802,Present for Putin.,Gift for Gospodar Putin.
803,ZIP ZOP\nBIPITTY BOP\n\nWILLIES\nPUDDING POP,"ZIP ZAP

BOOBA DOOBA

WIGGLES

GOO GOO GA GA"
804,LIBYA BEFORE \FREEDOM\\n\nLIBYA AFTER \FREEDOM\,"LIBYA BEFORE: \\\*FREEDOM\*\\\\*\\\\
LIBYA AFTER: \\\FREEDOM\\\\*\\"
805,Huawei launches laptop with camera that stay covered until opened\n\nFBI :\n,"Huawei: Our new laptop has a camera that stays covered until you're ready. 

FBI, closing their multiple open tabs of cat memes: ...It does now."
806,This man says he will uphold Article XII of the United States Constitution\n\nThis woman has actually read the Constitution.\nThere is no Article XII.,"This man claims he'll defend Article XII of the US Constitution with his life...

This woman knows there are only 7 articles in the Constitution."
807,A MIND\n\nIS A TERRIBLE THING TO WASTE,"""A brain... 

...is a terrible thing to idle."""
808,Tired\n\nNormal\n\nDisappointed\n\nHappy\n\nThinking\n\nAngry\n\nSad,"Exhausted

Basic

Let Down

Joyful

Pondering

Enraged

Blue"
809,QUIET!\n\nI'M DECLASSIFYING DOCUMENTS,"SHHHHH! 

I'M RELEASING SOME TOP-SECRET FILES INTO THE WILDERNESS."
810,I'd rather live next door to al of them\n\nThan next door to ANY of these\n,"I'd choose my neighbors to be: Al, Alf, Alvin, and even Alan.

Over: Any, Annie, or their friends."
811,WHEN YOU GIVE FAKE NEWS TO THE FBI,When you snitch on Fake News to the FBI
812,"Meanwhile, at today's meeting on feline healthcare...","In the meantime, at the feline healthcare confab today..."
813,"JULY 4TH, 1776\nBRITISH: JUST SAYING YOU'RE INDEPENDENT DOESN'T MAKE IT TRUE\nTHOMAS JEFFERSON:\n\nI didn't say it.\nI declared it.","JULY 4TH, 1776

BRITISH: SAYING ""I'M A PEACH"" DOESN'T MAKE YOU ONE 

THOMAS JEFFERSON: 

I didn't just say it, I declared it."
814,HAVE YOU CONSIDERED GETTING INTO FINANCIAL SERVICES,"""Have you thought about dipping your toes into the world of financial services? It's a wild ride!"""
815,"If a guide dog judges that a command is unsafe, it will\nrefuse the command. This is called \intelligent disobedience\.\n","If a guide doggo deems a command sus, it will pull a big ol' ""Nah"" on its owner. This power move is known as intelligent disobedience."
816,MAYBE I SHOULD BUY SOME FACEBOOK STOCK TOO!,"""I'M THINKING OF INVESTING IN SOME ZUCK BUCKS, YA KNOW?!"""
817,KNOCK KNOCK\n\nWHO'S THERE?\n\nWHO'S WHERE?\n,"Knock knock.

Who's there?

 ...Who's ""there""?"
818,Amazon letting workers unionize\n\nAmazon making billions of dollars,"Amazon unionizing workers, making workers billionaires while Amazon makes billions off workers."
819,A moment of tension in Vatican.\nIf the bishop moves forward the queen can take him.,Tension in the Vatican... One wrong move by the bishop and the queen will strike!
820,4th Time Lucky! Tory Members Choice is Just Fine With Me!\n\nI'm English,"""4th Time's a Charm! If Tory Members Are Happy, So Am I!\n\nProud to Be English"""
821,Kyle Rittenhouse found not guilty on all counts in\nKenosha trial\n,"Kyle Rittenhouse: Not Guilty, But My Mom's Spaghetti? Guilty as Charged."
822,What most of America is thinking,"""The Thoughts of Most Americans"""
823,HEY DNC CAN I COME OUT YET?,"""Yo, DNC, is it safe to leave the house now?"""
824,"There is nothing like knocking back a cold one...\n\nAfter a long, hard day of protesting Trump.","There's nothing quite like cracking open a cold beer...

After a tiresome day of resisting the Trump agenda."
825,Texas vs Russia,Texas-sized throwdown with Russia! Who ya got?
826,Where is France?\nHere.\n\nWhere is Brazil?\nHere.\n\nWhere is the Soviet Union?\nHere.,"Where is France?
It's here, mate.

And Brazil?
Yeah, also here. 

What about the Soviet Union?
You guessed it, right here."
827,Sponsored by airbnb\n\nPerfect for short stays,"*This content is brought to you by the folks at Airbnb*

""Short Stays, Big Memories"""
828,Are we out of Afghanistan yet?,"""Have we bid farewell to Afghanistan yet?"""
829,VACCINE RESEARCH\n\nANTI-VAX RESEARCH,"Vax Research > Anti-Vax Research

🤓💉🔍"
830,When you get a 3% raise but inflation is 8.5%,When your salary increases by 3% but the cost of living goes up by 8.5%.
831,IL DUCE 1925\nILL DOUCHE 2015,"Il Douche, 2015: A New Douche, Emerges from the Shadows of Il Duce, 1925"
832,\We're going to need a refund\\n,"We need that bread back, fam."
833,Moscow this afternoon.,"Moscow, later gator."
834,"GEORGIA, USA: The Second Amendment under Siege\n\nThese guys are going to be great...\nI hate guns!\nGive me the guns!","GEORGIA, USA: The Right to Bear Arms, Threatened...\n\nThese guys will be legends...\nI loathe firearms!\nSurrender the artillery to me, now!"
835,REALITY\n\nRUSSIAN PROPAGANDA,"Actuality:

*Putin's Fantasy Hour*"
836,WINNING\n\nIT'S WHAT WE DO,"WINNERS, THAT'S WHO WE ARE."
837,ARE YOU PROUD OF ME BEING YOUR FIRST LADY?,"""FIRST LADY, THAT'S ME! ARE YOU PROUD, MY LOVE?"""
838,Did you copy that?\n,Did you replicate that information?
839,What do we want?\n\nFreedom!\n\nWhen do we want it?\n\nIn 180 years!,"What's our desire? 

Freedom! 

And when do we desire it? 

In a couple centuries, give or take!"
840,Screamed and cried because someone hurt his feelings\n\nBroke 3 ribs and was back to work the next day like a boss\n,"Cried and screamed like a baby because his feelings got hurt

But then he broke 3 ribs and was back at it, bossing it up like a total champ!"
841,CNN: \It's pretty obvious the horse is whipping that chair.\,"CNN: ""Clearly, and without a shadow of a doubt, the horse is the one whipping that chair. It's right there, folks."""
842,PUT IN\n\nPUT OUT,"INPUT:

OUTPUT:"
843,IKEA\n\nPutin\n\nTable for hosting guests\n\n$ 599.99,"IKEA

The Putin Collection

""The Guest Host"" Table

A steal at only $599.99!"
844,"When I saw you and your family, I was taken by how grown up the girls look. \nDoes that kill you?\n\nIt worries me, but they are surrounded by men with guns.","""I can't believe how grown-up your daughters looked when I saw you all. It must be so weird/funny to see them getting older. Does it freak you out? It kinda worries me, but I guess it's reassuring that they have those armed guards, lol."""
845,April Fools,"It's prank o'clock, folks! Get ready for some zany shenanigans because it's that jolly joker of a day, April's Folly!"
846,Are you still watching \Obama's Speech?\\n\nContinue watching\nBack\n,"""You still watching Obama's Speech, bruh? 

Hit 'Continue' if you're with me. 

Or 'Back' if you need a time-out."""
847,HIROSHIMA\n\nNAGASAKI\n\nSAKHALIN\n,"HIROSHIMA, NAGASAKI, AND THAT OTHER PLACE...

SAKHALIN, THE LESSER-KNOWN THIRD WHEEL."
848,Tired of election maps? Here's a different map that might cheer you up!\n\nSRA Chapters Map\nNovember 2020\n,"Feeling blue about those election maps? Well, feast your eyes on this beauty and feel the joy return! 

SRA Chapters Map
November 2020"
849,BUDGET OF 495 BILLION DOLLARS\n\nCAN'T DEFEAT ARMY OF TOYOTAS,"""HALF A TRILLION DOLLARS\n\nOUTGUNNED BY TOYOTA TRUCKS"""
850,HOLLYWOOD ELITES\n\nYOUR CHILD,"HOLLYWOOD BIG SHOTS

THAT KID YOU GOT"
851,"I DON'T ALWAYS GET IMPEACHED...\n\nBUT WHEN I DO, I GET REELECTED","I RARELY GET DISMISSED...

BUT WHEN IT HAPPENS, I'M BACK WITH A VENGEANCE."
852,I don't know why everyone keeps saying the Army is \woke.\ \nI'm offended.,I take umbrage at the constant assertion that the Army is 'woke'. This notion is utterly baffling to me.
853,Gas and food prices got me like,"These gas and food prices are no joke, I'm feeling like a hot mess!"
854,On #CanadaDay2020 we'd like to specifically stress our admiration for Canadian cuisine.\n\nPutin\n\nPoutine\n,"On #CanadaDay2020, we'd like to give a shoutout to all the delicious Canadian dishes out there. From the iconic Putin to the mouth-watering Poutine, Canadian cuisine never fails to impress. #Foodie #CanadianPride"
855,DEMOCRACY\n\nI believe that what is true for America is true for virtually all mature democracies.\n\nNo one is obliged to conform to a single development model that is considered by someone else as the right one.,"DEMOCRACY

I'm pretty sure that what works for America will work for, like, every other grown-up democracy out there.

We don't all have to follow some random person's idea of the ""right"" way to develop. That's just not how we roll."
856,When you procrastinate and have to do your book report the morning before class.\n\n\Ukraine is a country in Europe. It exists next to another country called Russia..\,"""When you procrastinate so hard you have to rush out a book report before class and all you can manage is:\n\nUkraine and Russia are European countries that are, like, right next to each other."""
857,Vote by Mail,"Peeps, it's time to get your ""Vote-by-Post"" on!"
858,Supporters eagerly await Donald Trump.,"Trump fans say: ""We want our Donald!"""
859,\I hope crime rates don't get too high\\n\nCrime rates:,"""I hope crime rates don't climb through the roof

Crime rates: """
860,0 Retweets 0 Likes 2 Impeachments,"Zero retweets, zero faves, but two impeachment stars."
861,2008\nA NEW HOPE\n\n2016\nTHE EMPIRE STRIKES BACK\n\n2020\nRETURN OF THE JEDI,"2008 - A New Hope

2016 - The Empire Strikes Back: Electric Boogaloo

2020 - Return of the Jedi: The Final Chapter"
862,Capitalism,cHaOtIc EvIl CaPiTaLiSm
863,IDS\nThe Tory party will continue dear UK subjects,"IDS, oh yes, the Tory party, dear subjects, will carry on, oh yes..."
864,THE GIFT SHOP IS THIS WAY!\n,THIS WAY TO PRESENT PALACE!
865,When I look at all those who hate this man...\n\nI LIKE HIM EVEN MORE!!!,When I see the haters hating on this guy...\n\nI JUST LOVE HIM EVEN HARDER!!!
866,I will build\n\nthe 2nd wall,"I shall erect a barrier, the second of its kind."
867,YOU CAN ALREADY SEE THE HAIR:,"""You can practically witness the hair's vibrancy and volume! It's like the hair is jumping out at ya!"""
868,RITTENHOUSE FOUND NOT GUILTY!\n\nPATRIOTS\n\nDEMOCRATS,"NOT GUILTY FOR RITTENHOUSE!

'MURICA!

LIBTARDS"
869,What's a caucus?,"""So, like, what's the deal with these 'caucus' things? Why can't they just let us vote normally?"""
870,Me still processing 2020\n\n2022 in four months,"Me: *still processing 2021*

2022: *in four months*"
871,THE LEFT'S NEW LOGO\n,"""THE WOKENESS BRAND: REBRANDING THE LEFT"""
872,So you are 100% sure that the turkey can't pardon me?\n,"""Like, seriously, you're telling me there's no chance the turkey could grant me a pardon? Like, zero percent chance?"""
873,Tank\nBMP\nMT-LB\nSAU\nBTR-T\nZSU\nAT-T\nIMR\nVolvo 740,"Tank hard, BMP strong, MT-LB be rollin', SAU blazin', BTR-T be like woah, ZSU snipes, AT-T pwns, IMR be supportin', Volvo 740 swaggin'."
874,BEFORE INVESTING IN CRYPTO\n\nAFTER INVESTING IN CRYPTO,"BEFORE TAKING THE PLUNGE INTO CRYPTO...

I was like: ""Hmm, should I?""

AFTER SWIMMING IN THE CRYPTO SEA...

Me: ""Why didn't I buy more?!"""
875,FOX NEWS PHOTO\n\nCNN PHOTO,"FAUX NEWS PHOTO

Con-N-News Photo"
876,At least we know Biden isn't gonna show up in Florida\nand start throwing paper towels at the victims.,"""We can rest assured that Biden won't be in Florida, tossing paper towels at victims like some people we know."""
877,"GIULIANI I KNOW CRIMES, I CAN SMELL THEM.\n\nCORONAVIRUS: HOW ABOUT NOW?","GIULIANI, I SMELL YA CRIMINAL ACTIVITIES FROM A MILE AWAY.

AND TO CORONAVIRUS, I SAY: YOU'RE NEXT, BUDDY."
878,LIBERALS LOOKING FOR WAYS TO DEFEND BIDEN WITHOUT LOOKING STUPID,"""DEMS SEARCH FOR STRATEGIES TO BACK BIDEN, AVOID EMBARRASSMENT"""
879,"HAPPY BIRTHDAY, VLADIMIR.","hApPy bIrThDaY, vLaDiMiR!"
880,When you're invited to Thanksgiving dinner but asked to not act weird and to not bring up any conspiracy theories.\n\nMe pulling up to the dinner table\n,"When you get invited to Thanksgiving dinner but they tell you to ""act normal"" and ""no conspiracy theories this time.""

Me arriving at the dinner table like:"
881,1 MONTH\n\nAMERIGEDDON\nTAMERIGEDDONTHEMOVIE.COM,"1 MOIS

LE MERIGEDDON

LEFILMAMERIGEDDON.COM"
882,these are the kids you sell a gram of oregano to for $25,These are the kids you charge $25 for a gram of the good stuff...which is actually just oregano.
883,you change the seat,You...alter the chair configuration.
884,Out of gas.\nYou're gonna have to circle back.\n,"No fuel left in the tank.
You'll need to perform a U-turn and come back."
885,"No, Still can't find the bit that says, \and after the chancellor has carried out all of your policies, you\nblame him for the chaos and sack him!\","Nope, still can't spot where it says ""...and after the chancellor does everything you say, you throw him under the bus for the mess and give him the boot!"""
886,"Where did you put 1,5 milions uniforms?\n\nSold on eBay.\n\nAll of them???\n\nNo, just the good ones\n","""Where did all the 1.5 million uniforms go?\n\nOh, they were sold on eBay.\n\nYou didn't leave any for us???\n\nNah, only sold the cool ones."""
887,"When I say \Sorry, I have plans\, this is what I have planned","When I say ""Sorry, I have plans,"" my plan is to stay at home and do nothing."
888,"THIS MAN WAS THE LAST TSAR OF RUSSIA, WENT TO WAR AGAINST A SMALLER COUNTRY (JAPAN) AND LOST. HE JOINED THE WORLD WAR I FOR 3 YEARS AND HIS COUNTRY IS DEPRESSED. \nTHE PEOPLE HAVE STARTED A REVOLUTION AND THEIR THRONE IS LOST.\nA CIVIL WAR HAS BEGUN. AFTER EVERYTHING THAT HAPPENS, HE WAS MURDERED.\n\nPUTIN:","This guy, he think he big and bad, decide to fight small country, but whoopsie, he slip and fall. Then he join World War 1, but after 3 years, his country be like 😩. People be like, we've had enough of your mess, let's rumble! So they start a revolution, and boom, no more fancy throne for him. Civil War starts, and after all that chaos, someone come and cap him.

PUTIN:"
